also_consider,attribution,attrs,available_for_demo,available_to_buy_online,blueprint,content,date_of_review,description,description_text,enabled,excerpt,featured_description,featured_in_product_category,filename,has_files,href,id,level,link,local_only,manufacturer,marks,monthly_feature,monthly_featuree,pairs_well_with,price,product-categories,product-category,product_hero_image,published,quote,quote_attribution,quote_text,reivews_set,rel,shipping,show_price,specs,specs_text,system_category,target,text,textAlign,title,type,updated_at,updated_by
,"'Hi-Fi News'",,true,true,product,,'2020-06-11',,,true,,,,planar-2,,,tgGK1emz,,'http://www.rega.co.uk/uploads/hfn-rega-planar-2-lowres.pdf',false,721789d8-be8d-44cc-9c35-a5c8b27ddb09,,,,,795,turntables,,rega-planar2-blk_1800x-1591932797.jpg,,"'The ability to tie all the musical strands together and paint them on a precise and spacious canvas seems to come easy to the Rega and in that aspect its delivery just works.'","'WHAT Hi-Fi'","'The ability to tie all the musical strands together and paint them on a precise and spacious canvas seems to come easy to the Rega and in that aspect its delivery just works.'",,,60,true,,,source,,|-,,"'Planar 2'",text,1749215068,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'WHAT Hi-Fi'",,true,true,product,,'2018-10-18',,,true,,,,planar-3,,'http://www.rega.co.uk/neo-turntable-psu.html',889e31fb-b0a7-47fa-b14a-ef028366c947,'1','https://www.whathifi.com/rega/planar-3-elys-2/review',false,721789d8-be8d-44cc-9c35-a5c8b27ddb09,,,,,1125,turntables,,hx5mwdbtxdmxdrohsjsak5-1200-80.jpg,,"'The Rega ties together the individual strands in such a way that the music makes total sense. The music’s message and its emotional content are communicated with utmost clarity.'","'WHAT Hi-Fi'","'The Rega ties together the individual strands in such a way that the music makes total sense. The music’s message and its emotional content are communicated with utmost clarity.'",,,60,true,,,source,,"""The Rega ties together the individual strands in such a way that the music makes total sense. The music’s message and its emotional content are communicated with utmost clarity.\_\_""",,"'Planar 3'",text,1679419258,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'WHAT Hi-Fi'",,false,true,product,,'2018-10-08',,,true,,,,planar-6,,,4b7f6b9d-b6d9-4fdd-b8f3-c0cce6bf3ae9,,'https://www.whathifi.com/us/rega/planar-6-ania/review',false,721789d8-be8d-44cc-9c35-a5c8b27ddb09,,,,,1875,turntables,,rega-planar-6-2017-1.jpg,,"'The Rega Planar 6 masterful handle on rhythm and subtle detail is better than before, with refinement adding to the deck’s customarily musical and insightful performance. We’re impressed with Rega’s new level of performance.'","'WHAT Hi-Fi'","'The Rega Planar 6 masterful handle on rhythm and subtle detail is better than before, with refinement adding to the deck’s customarily musical and insightful performance. We’re impressed with Rega’s new level of performance.'",,,80,true,,,source,,"'We’re impressed with Rega’s new level of performance. The Planar 6’s balanced, mature presentation is something you’ll appreciate the more you listen to it. So get listening.'",,"'Planar 6'",text,1679419297,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'What HiFi'",,true,true,product,,'2018-11-19',,,true,,,,planar-8,,,f5aada8c-65b4-41b7-aaa3-bdc219697a4c,'3','https://www.whathifi.com/reviews/rega-planar-8apheta-2',false,721789d8-be8d-44cc-9c35-a5c8b27ddb09,,,,,3495,turntables,,module_2_planar_8.jpg,,"'In being so ambitious with this record player’s engineering, Rega has pushed the boundaries of performance at this level and has given premium rivals positioned above it plenty to worry about.'","'What HiFi'","'In being so ambitious with this record player’s engineering, Rega has pushed the boundaries of performance at this level and has given premium rivals positioned above it plenty to worry about.'",,,80,true,,,source,,"""In being so ambitious with this record player’s engineering, Rega has pushed the boundaries of performance at this level and has given premium rivals positioned above it plenty to worry about.\_\_""",,"'Planar 8'",text,1679419334,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,platinum-eclipse-10-1m-xlr-or-rca,,,cd6aadf7-e158-480f-9693-84ec6e9586e0,,,false,828aa14b-9f0c-418a-af54-2ec585b70f2a,,,,,3400,interconnects,,pei10_fb6de1d2-f5ac-4714-ae43-eb3b730c59cd.webp,,,,,,,120,true,,,cables,,"'XLR Silver-clad copper alloy'",,"'Platinum Eclipse 10, 1M, XLR or RCA'",text,1751401100,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Part Time Audiophile'",,true,true,product,,,,,true,,,,pow1.1,,,4ca721b2-1721-40dd-8190-58737cf01869,3,'https://parttimeaudiophile.com/2021/06/13/merason-frerot-dac-with-pow1-lpsu-review/',false,575687fd-e7e6-4bad-8457-cbd607a7bda9,,,,,950,dacs,,pow1-front-web.png,,"'The Pow1 LPSU made a huge improvement to the sound of the already thrilling Merason Frerot. The music simply expanded in every direction, bigger, more transparent, more finger-poking realistic. That incredible digital sound at those high-end shows, the one that eluded me at home? This was it, finally.'","'Part Time Audiophile'","'The Pow1 LPSU made a huge improvement to the sound of the already thrilling Merason Frerot. The music simply expanded in every direction, bigger, more transparent, more finger-poking realistic. That incredible digital sound at those high-end shows, the one that eluded me at home? This was it, finally.'",,,40,true,,,source,,"'The Pow1 LPSU made a huge improvement to the sound of the already thrilling Merason Frerot. The music simply expanded in every direction, bigger, more transparent, more finger-poking realistic. That incredible digital sound at those high-end shows, the one that eluded me at home? This was it, finally.'",,Pow1,Review,1683819605,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'HiFi Pig'",,true,true,product,,'2017-04-11',,,true,,,,pre1,,,b5f96521-b815-4dd2-b130-e6a266431f77,,'https://hifipig.com/lab-12-pre-1-valve-preamplifier/',false,0d4e2b4e-4f8a-43a6-8bf0-41b3c3860de4,,,,,2290,pre-amps,,lab12-pre1-side-frozen-silver.png,,"'The Pre 1 from Lab 12 offers a seriously strong performance that belies its relatively modest price-point.'","'HiFi Pig'","'The Pre 1 from Lab 12 offers a seriously strong performance that belies its relatively modest price-point.'",,,80,true,,,amplification,,"'I have absolutely no hesitation in recommending this product and whilst it is not bargain basement in price, it does punch above its weight sonically.'",,pre1,text,1692903092,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,prs-1-5,,,a9ac9265-6df3-4d1c-892a-38ec2f3bb2a4,,,false,cd5be8c8-23f1-47c4-a9e0-0d5dc45bde9b,,,,,39000,pre-amps,,PRS-1.5-Silver-34-Modifier.jpg,,,,,,,300,true,,,amplification,,"'Weight: 12kg'",,"'PRS 1.5'",text,1740497472,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,pu-7,,,132153be-483a-431b-965e-ccad5975ad23,,,false,3ac1efb5-c7ea-435c-8b6c-d9eaf15acfb3,,,,,4300,tone-arms,,pu7-titanium-1-1920w.webp,,"'""A chunk of this serenity must be attributed to the Audio Origami PU7 tonearm, which steers and wrangles every cartridge with extraordinary precision. But surely, the Palmer''s outer-space silence, coupled to the PU7''s precision, just begs for a nice Lyra, Fuuga, or Koetsu cartridge.""'",Stereophile,"'""A chunk of this serenity must be attributed to the Audio Origami PU7 tonearm, which steers and wrangles every cartridge with extraordinary precision. But surely, the Palmer''s outer-space silence, coupled to the PU7''s precision, just begs for a nice Lyra, Fuuga, or Koetsu cartridge.""'",,,40,true,,,source,,"'Cardboard and Foam'",,PU-7,text,1749229471,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,rainier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"'Michael Fremer, Analog Planet'",,true,true,product,,'2019-03-06',,,true,,,,rb880,,,Oy1ik1uq,,'https://www.analogplanet.com/content/rega-researchs-less-much-more-planar-8-plus-exclusive-interview',false,721789d8-be8d-44cc-9c35-a5c8b27ddb09,,,false,,1325,tone-arms,,rb880_a-1595699025.png,,"'Designed using the latest 3D CAD & CAM technology, the new RB880 is the culmination of almost 40 years of tonearm design experience.'",Rega,"'Designed using the latest 3D CAD & CAM technology, the new RB880 is the culmination of almost 40 years of tonearm design experience.'",,,30,true,,,source,,"'The new RB880 arm is an evolution of the older RB330. Looking at it from the side you can see a new stainless/aluminum composite vertical bearing housing that is said to greatly improved performance. The arm uses low tolerance, hand-adjusted Japan-sourced ABEC bearings. No you cannot adjust azimuth but you can adjust VTA/SRA using either individual spacers between arm and plinth (which necessitates removing the arm) or the ingenious Acoustic Signature integrated spacers, which only requires that you loosen the 3 arm mounting bolts and slip one of the available thickness spacers, between the plinth and arm and then tighten. Or, you can remove the standard issue Rega dust attracting felt mat and use a thinner one to “raise” VTA/SRA or a thinner one to “lower” it!'",left,RB880,text,1749229767,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,reuss,,,30133d71-d164-4b8f-ae07-cfa1ca1d5227,,,false,575687fd-e7e6-4bad-8457-cbd607a7bda9,,,,,5500,dacs,,Reuss-DAC.png,,,,,,,60,true,,,source,,"'Weight: 4.2kg, 9.3 lbs'",,Reuss,text,1703776299,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,rigid-rack-3-shelf-equipment-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,rigid-rack-4-shelf-equipment-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stereophile,,true,true,product,,,,,true,,,,rm15,,,gzQrxWXJ,,'https://www.stereophile.com/powerlineaccessories/108torus/index.html',false,6ee21529-c3b0-4c8a-9571-7c7358bcde62,,,,,2999,power-conditioners,,10917_source_1657987055.jpg,,"""I highly recommend the Torus Power PIU to increase any serious audiophile system's powers of musical resolution and imaging.""",Stereophile,"""I highly recommend the Torus Power PIU to increase any serious audiophile system's powers of musical resolution and imaging.""",,,150,true,,,accessories,,"""I highly recommend the Torus Power PIU to increase any serious audiophile system's powers of musical resolution and imaging.""",,RM15,Review,1738960969,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,Stereophile,,false,true,product,,,,,true,,,,rm20,,,goQIPEJe,,'https://www.stereophile.com/powerlineaccessories/108torus/index.html',false,6ee21529-c3b0-4c8a-9571-7c7358bcde62,,,,,4299,power-conditioners,,dcaf451634bb4e9c4bcf5188c1f81579-1666120424.jpg,,"""I highly recommend the Torus Power PIU to increase any serious audiophile system's powers of musical resolution and imaging.""",Stereophile,"""I highly recommend the Torus Power PIU to increase any serious audiophile system's powers of musical resolution and imaging.""",,,200,true,,,accessories,,"""I highly recommend the Torus Power PIU to increase any serious audiophile system's powers of musical resolution and imaging.""",,RM20,Review,1738961002,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,product,,,,,,,,,rs2e-headphones,,,108be54a-70a9-4fbe-9a0f-f4f1ab4f097f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,true,true,product,,,,,,,,,s-100,,,861ea3a8-7283-4bd6-b345-5a7170abb660,3,,false,929c4a5b-ca00-46ae-817d-e1d049ad2364,,,,,9450,power-amplifiers,,s-100-nat-lite.jpeg,,,,,,,150,true,,,amplification,,"'New chassis design with custom machined heat sinks.'",,S-100,text,1752852503,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,s-510-subwoofer,,,a7c79291-4310-4b83-b4b6-122d2305717f,,,false,70535a3a-d216-402b-8c58-eef0130d4462,,,,,2749,subwoofers,,black_s510_3_4_wo_grill-2-1.png,,,,,,,100,true,,,speakers,,"""FINISH: \_Piano Black Lacquer, White Lacquer, 10 coats""",,S/510,hard_break,1652474160,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,s-812,,,e43e58f8-99bb-481e-9e3a-c244333ab0fe,,,false,70535a3a-d216-402b-8c58-eef0130d4462,,,,,3299,subwoofers,,black_s812_3_4_w_grillweb-1.png,,,,,,,150,true,,,speakers,,"'S/812 takes REL’s medium chassis concept to reference-like levels of performance and does so with style, beauty and devastating power. It delivers incredible levels of all ‘round performance for both music and film sound, gives customers a taste of what our reference models offer, and does so at a fraction of the cost.'",,S/812,text,1652474189,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,s202-amplifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,s3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,s4-2-equipment-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,s5-4-equipment-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"'Stereo Times'",,true,true,product,,,,,true,,,,s900,,,m74zrbiv,2,'https://www.stereotimes.com/post/spl-performer-s900-amplifier-by-terry-london/',false,acf161da-7e67-422e-8398-0e869e7d70d6,,,,,5200,power-amplifiers,,performer-s900_front_red-768x334.png,,"'Congratulations to SPL for designing the Performer S900 amplifier, which delivers reference level performance, exquisite German build quality, and a price that makes the Performer s900 accessible to many more music lovers for their systems.'","'Stereo Times'","'Congratulations to SPL for designing the Performer S900 amplifier, which delivers reference level performance, exquisite German build quality, and a price that makes the Performer s900 accessible to many more music lovers for their systems.'",,,80,true,,,amplification,,"""Congratulations to SPL for designing the Performer S900 amplifier, which delivers reference level performance, exquisite German build quality, and a price that makes the Performer s900 accessible to many more music lovers for their systems.\_""",,s900,Review,1752865657,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,serafino-g2,,,a901d06f-b67d-44a4-b055-2a7e9104cc17,,,false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,,,31000,speakers,,Serafino_Red.jpg,,,,,,,600,true,,,speakers,,"'115 lb ea – net weight'",,"'Serafino G2'",text,1753280924,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Hi-Fi Choice Magazine'",,true,true,product,,'2020-10-27',,,true,,,,sh-sl-phono-cartridge,,,0HKIxmqX,4,'https://www.audioadvisor.com/prodinfo.asp?number=HAS',false,f02f60c1-37bc-4e07-831c-253183164e48,,,false,,600,phono-cartridges,,hana-sh-white-bg-1000x800px.jpg,,"'“If you only have a moving magnet input on your amp or preamp then the high output version is a no brainer.”'","'Ian Ringstead, HiFi Pig UK'","'“If you only have a moving magnet input on your amp or preamp then the high output version is a no brainer.”'",,,20,true,,,source,,"""Hana cartridges use the best materials, including alnico magnets, cross-shaped armatures, and proprietary manufacturing processes. Hana has excelled at creating MC cartridges noted worldwide for their sound and value, which retain their 'musical magic' regardless of their phono stage pairing.""",left,"'SH/SL Phono Cartridge'",text,1724166687,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Absolute Sound'",,true,true,product,,,,,true,,,,sigma-nr-v2-1-75m,,,k1B6TQG4,3,'https://www.theabsolutesound.com/articles/shunyata-research-sigma-nr-v2-power-cord/',false,5815c329-d4fc-4b36-b4ca-1eeaffa54f39,,,,,4000,power-cables,,sigx-nr-main__00712.webp,,"'With the Sigma NR v2, my traditional perspectives on what a stereo system can reproduce has shifted away from a language that describes gear to a language and sensibility that describes music. Remarkable, truly remarkable.'","'Absolute Sound'","'With the Sigma NR v2, my traditional perspectives on what a stereo system can reproduce has shifted away from a language that describes gear to a language and sensibility that describes music. Remarkable, truly remarkable.'",,,60,true,,,cables,,"'With the Sigma NR v2, my traditional perspectives on what a stereo system can reproduce has shifted away from a language that describes gear to a language and sensibility that describes music. Remarkable, truly remarkable.'",,"'Sigma-X NR, 1.75M'",Review,1743262278,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,sigma-v2-rca-interconnect-1-meter,,,619844c3-01b4-4e6d-97c8-caa9a732ffdf,3,,false,5815c329-d4fc-4b36-b4ca-1eeaffa54f39,,,,,4950,interconnects,,oip.jpg,,,,,,,80,true,,,cables,,"'HiPOT tests insulation breakdown @ 1,200 VAC'",,"'Sigma-X, 1M, XLR'",text,1751473281,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,sigma-v2-speaker-cable-2-5-meter,,,c3b3621d-d4a7-4332-88ef-b0611db7e731,'3',,false,5815c329-d4fc-4b36-b4ca-1eeaffa54f39,,,,,12500,speaker-cables,,ashunsigxspbw46s25__04959.jpg,,,,,,,200,true,,,cables,,"'HiPOT tests insulation breakdown @ 1,200 VAC'",,"""Sigma-X, 8', Spade or Banana""",text,1751487291,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,silver-eclipse-10-1m-xlr-or-rca,,,704a9d0d-fd82-4522-b33e-ac3d0b0e4efb,,,false,828aa14b-9f0c-418a-af54-2ec585b70f2a,,,,,850,interconnects,,sei10.webp,,,,,,,60,true,,,cables,,"'XLR Silver-clad copper alloy'",,"'Silver Eclipse 10, 1M, XLR or RCA'",text,1751401378,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,silver-eclipse-10-8,,,11f9fbe1-1ec2-4ec4-ac02-eb0c39b12ac6,,,false,828aa14b-9f0c-418a-af54-2ec585b70f2a,,,,,4950,speaker-cables,,ses10_hero.webp,,,,,,,120,true,,,cables,,"'Silver Eclipse 10 speaker cable adds silver-cladding to the OCC-7N copper of the Eclipse 10 design, providing sound quality closer to the solid silver Platinum Eclipse 10. With twice as many strand groups as Silver Eclipse 8, this cable is second only to the Platinum Eclipse 10 in preserving musical detail, dimensionality and dynamics. The extreme efficiency of the Octo DNA Helix design with superior OCC-7N Silver-clad copper wire conductors, creates a cable that excels at creating vibrant sonic textures and tactile imaging. Available with standard or Biwire termination options.'",,"""Silver Eclipse 10, 8'""",text,1751398541,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,silver-electra-10-15m,,,c46f6214-be62-4e96-91ad-868c12db2afe,,,false,828aa14b-9f0c-418a-af54-2ec585b70f2a,,,,,665,power-cables,,wireworld_silver-electra-7_front_derouet.jpg,,,,,,,50,true,,,cables,,"'Silver Electra uses the highest purity OCC-7N silver-clad copper conductors and ultra-quiet COMPOSILEX 5 insulation to provide resolution, dynamics, and three-dimensional image focus that are second only to Platinum Electra 10. Among audiophile power cords in its price range, Silver Electra 10’s ability to reveal musical detail and expression outshines the competition. This flexible flat 12 AWG high-end power cable also bends and coils easily. Silver Electra’s premium quality plugs feature supremely conductive Silver-clad contacts for measurably quieter connections than Gold or Rhodium. Since Wireworld power conditioning cords function as filters, longer lengths provide higher performance.'",,"'Silver Electra 10, 1.5M'",text,1751396298,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,sonetto-i-speakers,,,0f97bf4b-88c9-4952-91bd-31dec443cb0d,'4',,false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,false,,2500,speakers,,SONUS_SONETTO_G2_I_WALNUT_3QUARTERS-(1).jpeg,,,,,,,150,true,,,speakers,,"'Aluminum - Concrete - Iron Steel (stand)'",,"'Sonetto I G2'",text,1753280611,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'John Richardson, Part-Time Audiophile'",,true,true,product,,'2020-06-29',,,true,,,,sonetto-ii-speakers,,,WHEgOooo,'4','https://parttimeaudiophile.com/2018/12/30/sonus-faber-sonetto-ii-speakers-review/',false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,false,,3500,speakers,,SONUS_SONETTO_G2_II_WALNUT_3QUARTERS.jpeg,,"'Spec-wise, the Sonus Faber Sonetto IIs are impressive at their price point, seemingly benefiting from considerable “trickle-down” of technology from their more distinguished (and expensive) brethren. Oh, and the craftsmanship is pretty darn nice as well. Take the cabinets — they’re just gorgeous.'","'John Richardson, Part-Time Audiophile'","'Spec-wise, the Sonus Faber Sonetto IIs are impressive at their price point, seemingly benefiting from considerable “trickle-down” of technology from their more distinguished (and expensive) brethren. Oh, and the craftsmanship is pretty darn nice as well. Take the cabinets — they’re just gorgeous.'",,,150,true,,,speakers,,"""\_by an Italian tenor in the town square. If that doesn’t make you want to smile, then I don’t know what would! Bellissimo!""",,"'Sonetto II G2'",text,1753280463,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Bob Barrett'",,true,true,product,,'2020-06-29',,,true,,,,sonetto-iii,,,Yr8pmBgA,'4','https://hometheaterreview.com/sonus-faber-sonetto-iii-loudspeakers-reviewed/',false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,false,,5000,speakers,,SONUS_SONETTO_G2_III_WENGE_3QUARTERS.jpeg,,"'Due to some terrific design and engineering, the Sonus faber Sonetto III produces much bigger sound than a speaker its size has a right to. If you’re tight on space and thought you’d have to settle for a bookshelf design, think again.'","'Bob Barrett, Home Theater Review'","'Due to some terrific design and engineering, the Sonus faber Sonetto III produces much bigger sound than a speaker its size has a right to. If you’re tight on space and thought you’d have to settle for a bookshelf design, think again.'",,,400,true,,,speakers,,"""The Sonetto IIIs could well be the answer. And if you have placement restrictions, the Sonettos are more forgiving than most floorstanders. The Sonetto IIIs have such a wonderful ability to reproduce lifelike midrange and midbass that you'll often forget you're listening to speakers.""",,"'Sonetto III G2'",text,1753280186,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Alan Sircom, HiFi plus'",,true,true,product,,'2020-06-29',,,true,,,,sonetto-v-speakers,,,EHXvzosc,'4','https://www.hifiplus.com/articles/sonus-faber-sonetto-v-floorstanding-loudspeaker/?page=2',false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,false,,7000,speakers,,SONUS_SONETTO_G2_V_WALNUT_3QUARTERS.jpeg,,"'The Sonetto V is the best of all worlds, as it does seem to  combine what was good about the Venere – a sense of ‘directness’ and purpose of sound... and the lower price, of course – with the increased refinement and top-end openness of the Olympica models.'","'Alan Sircom, HiFi plus'","'The Sonetto V is the best of all worlds, as it does seem to combine what was good about the Venere – a sense of ‘directness’ and purpose of sound... and the lower price, of course – with the increased refinement and top-end openness of the Olympica models.'",,,400,true,,,speakers,,"""The Sonetto V is at the perfect junction in audio. It draws more than you might think from the Olympica loudspeakers in terms of outright sound quality but does so at a fraction of the cost of a similar Olympica speaker design, and it does all this while carving out its own elegant aesthetic and sonic performance that is extremely entertaining, especially to those who might never fully embrace the ‘live, unamplified music’ ethos of traditional high-end.\_""",,"'Sonetto V G2'",text,1753280290,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Secrets of Home Theater and High Fidelity'",,true,true,product,,'2020-06-29',,,true,,,,sonetto-viii-speakers,,,FNZa6rE5,'4','https://hometheaterhifi.com/reviews/speaker/floor-standing/sonus-faber-sonetto-viii-speaker-review/',false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,false,,9000,speakers,,SONUS_SONETTO_G2_VIII_WALNUT_3QUARTERS-GRILL.jpeg,,"'The SONUS FABER SONETTO VIII SPEAKERS are not inexpensive, but I know of no other speaker that provides their luxurious appearance and their splendid performance.'","'Secrets of Home Theater and High fidelity'","'The SONUS FABER SONETTO VIII SPEAKERS are not inexpensive, but I know of no other speaker that provides their luxurious appearance and their splendid performance.'",,,500,true,,,speakers,,"'The Sonus faber Sonetto VIII speakers, despite being part of Sonus faber’s “economy line,” surprise you again and again. Their looks and performance are as good or better than any other speaker that I’ve heard.'",,"'Sonetto VIII G2'",hardBreak,1753279851,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,sprint-3,,,6e793e42-6e6d-4d88-b6e1-e7c82625d61a,3,,false,109ca9c7-24bb-4bcc-ad6a-a632714c898d,,,,,1495,speakers,,14146_revival_audio_sprint3_angle5_2k_72dpi.jpg,,,,,,,80,true,,,speakers,,"'Net Weight 9.1 kg (20.06 lbs.)'",,"'Sprint 3'",text,1743275687,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,sprint-4,,,a54d447b-b7b2-402f-b7cd-76718d62dcd5,3,,false,109ca9c7-24bb-4bcc-ad6a-a632714c898d,,,,,2295,speakers,,14146_revival_audio_sprint4_angle7_2k_72dpi.jpg,,,,,,,120,true,,,speakers,,"'Net Weight 20.6 kg (45.42 lbs.)'",,"'Sprint 4'",text,1743275960,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,"'A new reference in headphones.'",,sr-007mk2,,,cf3ccd24-5d29-49ca-82ed-95cdb3164e41,,,false,d1c5259a-186a-489e-ba70-04823e3f075b,,,,,2205,headphones,,Stax-SR007d0.jpg,,"'POWERFUL SOUND WITH UTMOST DELICACY'",Stax,"'POWERFUL SOUND WITH UTMOST DELICACY'",,,40,true,,,headphones,,"'12.9oz without cable / 1.1lb with cable'",,SR-007MK2,text,1649861888,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,false,true,product,,,,,,,,,sr-x9000,,,4d4ff163-9e36-4cf4-8ea8-36aa331c7426,2,,false,d1c5259a-186a-489e-ba70-04823e3f075b,,,,,6200,headphones,,Stax-DSC02933-1649863529.jpg,,"'New flagship earspeakers equipped with newly fixed electrode MLER-3 technology.'",Stax,"'New flagship earspeakers equipped with newly fixed electrode MLER-3 technology.'",,,60,true,,,headphones,,"'● Weight: 432g (ear speaker)'",,SR-X9000,text,1649863694,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,srm-500t,,,97a0a181-df24-4dc1-8732-0cf015e170ee,2,,false,d1c5259a-186a-489e-ba70-04823e3f075b,,,,,1380,headphone-amplifiers,,Stax-01.jpg,,,,,,,40,true,,,headphones,,"'Weight: 3.4kg'",,SRM-500T,text,1649862242,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Audiokey Reviews'",,true,true,product,,,,,true,,,,srm-t8000,,,19745991-899b-4bf1-849e-ef3f52b360be,3,'https://www.audiokeyreviews.com/the-reviews/stax-srm-t8000',false,d1c5259a-186a-489e-ba70-04823e3f075b,,,,,6090,headphone-amplifiers,,SRM-T8000d.jpg,,"'The SRM-T8000 is an apex musical component that ticks the boxes across, well, all relevant parameters and then provides a near transcendental listening experience. At least, it did so for me.'","'Audiokey Reviews'","'The SRM-T8000 is an apex musical component that ticks the boxes across, well, all relevant parameters and then provides a near transcendental listening experience. At least, it did so for me.'",,,80,true,,,headphones,,"'The SRM-T8000 is an apex musical component that ticks the boxes across, well, all relevant parameters and then provides a near transcendental listening experience. At least, it did so for me.'",,SRM-T8000,Review,1698869754,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Audiophile Style'",,true,true,product,,,,,true,,,,srs-3100,,,922b3bea-2b50-4166-84c1-456f585f6155,,'https://audiophilestyle.com/ca/reviews/review-stax-srs-3100-electrostatic-headphone-system-r977/',false,d1c5259a-186a-489e-ba70-04823e3f075b,,,,,1140,headphones,,stax_srs3100a_1024x1024.webp,,"'The joys of electrostatic headphone listening are many. The clarity, and lack of distortion coupled with the speed of the almost massless diaphragms in the ''phones make transients a fairly startling revelation!'",,"'The joys of electrostatic headphone listening are many. The clarity, and lack of distortion coupled with the speed of the almost massless diaphragms in the ''phones make transients a fairly startling revelation!'",,,35,true,,,headphones,,"'The joys of electrostatic headphone listening are many. The clarity, and lack of distortion coupled with the speed of the almost massless diaphragms in the ''phones make transients a fairly startling revelation!'",,SRS-3100,Review,1667402810,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,ss-6-speaker-stands-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
